date,stage,rolling_pass_count,rolling_universe_count,rolling_rate,strategy,feed,panel_window,canonical_status,window_days
2022-01-17,s1_signal_raw,24,1006,0.02385685884691849,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-17,s2_day_pass,15,1006,0.014910536779324055,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-17,s3_session_pass,5,1006,0.004970178926441352,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-17,s4_hour_pass,2,1006,0.0019880715705765406,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-18,s1_signal_raw,27,1098,0.02459016393442623,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-18,s2_day_pass,18,1098,0.01639344262295082,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-18,s3_session_pass,7,1098,0.006375227686703097,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-18,s4_hour_pass,3,1098,0.00273224043715847,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-19,s1_signal_raw,27,1190,0.0226890756302521,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-19,s2_day_pass,18,1190,0.015126050420168067,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-19,s3_session_pass,7,1190,0.0058823529411764705,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-19,s4_hour_pass,3,1190,0.0025210084033613447,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-20,s1_signal_raw,36,1282,0.028081123244929798,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-20,s2_day_pass,24,1282,0.0187207488299532,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-20,s3_session_pass,8,1282,0.0062402496099844,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-20,s4_hour_pass,3,1282,0.00234009360374415,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-21,s1_signal_raw,41,1370,0.029927007299270073,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-21,s2_day_pass,25,1370,0.01824817518248175,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-21,s3_session_pass,8,1370,0.00583941605839416,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-21,s4_hour_pass,3,1370,0.0021897810218978104,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-23,s1_signal_raw,41,1374,0.029839883551673944,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-23,s2_day_pass,25,1374,0.018195050946142648,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-23,s3_session_pass,8,1374,0.005822416302765648,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-23,s4_hour_pass,3,1374,0.002183406113537118,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-24,s1_signal_raw,47,1466,0.032060027285129605,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-24,s2_day_pass,30,1466,0.020463847203274217,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-24,s3_session_pass,11,1466,0.007503410641200546,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-24,s4_hour_pass,3,1466,0.0020463847203274215,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-25,s1_signal_raw,54,1558,0.03465982028241335,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-25,s2_day_pass,37,1558,0.02374839537869063,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-25,s3_session_pass,12,1558,0.007702182284980745,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-25,s4_hour_pass,3,1558,0.0019255455712451862,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-26,s1_signal_raw,60,1650,0.03636363636363636,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-26,s2_day_pass,38,1650,0.02303030303030303,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-26,s3_session_pass,12,1650,0.007272727272727273,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-26,s4_hour_pass,3,1650,0.0018181818181818182,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-27,s1_signal_raw,60,1742,0.03444316877152698,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-27,s2_day_pass,38,1742,0.021814006888633754,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-27,s3_session_pass,12,1742,0.006888633754305396,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-27,s4_hour_pass,3,1742,0.001722158438576349,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-28,s1_signal_raw,60,1830,0.03278688524590164,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-28,s2_day_pass,38,1830,0.020765027322404372,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-28,s3_session_pass,12,1830,0.006557377049180328,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-28,s4_hour_pass,3,1830,0.001639344262295082,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-30,s1_signal_raw,60,1834,0.03271537622682661,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-30,s2_day_pass,38,1834,0.020719738276990186,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-30,s3_session_pass,12,1834,0.006543075245365322,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-30,s4_hour_pass,3,1834,0.0016357688113413304,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-31,s1_signal_raw,60,1926,0.03115264797507788,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-31,s2_day_pass,38,1926,0.01973001038421599,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-31,s3_session_pass,12,1926,0.006230529595015576,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-01-31,s4_hour_pass,3,1926,0.001557632398753894,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-01,s1_signal_raw,62,2018,0.030723488602576808,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-01,s2_day_pass,40,2018,0.019821605550049554,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-01,s3_session_pass,14,2018,0.006937561942517344,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-01,s4_hour_pass,4,2018,0.0019821605550049554,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-02,s1_signal_raw,65,2110,0.030805687203791468,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-02,s2_day_pass,40,2110,0.018957345971563982,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-02,s3_session_pass,14,2110,0.006635071090047393,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-02,s4_hour_pass,4,2110,0.0018957345971563982,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-03,s1_signal_raw,71,2202,0.03224341507720254,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-03,s2_day_pass,43,2202,0.01952770208900999,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-03,s3_session_pass,15,2202,0.006811989100817439,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-03,s4_hour_pass,5,2202,0.002270663033605813,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-04,s1_signal_raw,77,2290,0.033624454148471615,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-04,s2_day_pass,43,2290,0.018777292576419215,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-04,s3_session_pass,15,2290,0.006550218340611353,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-04,s4_hour_pass,5,2290,0.002183406113537118,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-06,s1_signal_raw,77,2294,0.03356582388840453,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-06,s2_day_pass,43,2294,0.018744551002615517,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-06,s3_session_pass,15,2294,0.006538796861377506,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-06,s4_hour_pass,5,2294,0.002179598953792502,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-07,s1_signal_raw,82,2386,0.03436714165968147,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-07,s2_day_pass,47,2386,0.019698239731768652,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-07,s3_session_pass,16,2386,0.006705783738474434,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-07,s4_hour_pass,6,2386,0.002514668901927913,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-08,s1_signal_raw,87,2478,0.035108958837772396,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-08,s2_day_pass,52,2478,0.020984665052461663,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-08,s3_session_pass,17,2478,0.006860371267150928,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-08,s4_hour_pass,6,2478,0.002421307506053269,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-09,s1_signal_raw,96,2570,0.03735408560311284,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-09,s2_day_pass,54,2570,0.021011673151750974,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-09,s3_session_pass,17,2570,0.006614785992217899,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-09,s4_hour_pass,6,2570,0.0023346303501945525,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-10,s1_signal_raw,102,2662,0.03831705484598046,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-10,s2_day_pass,59,2662,0.022163786626596543,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-10,s3_session_pass,20,2662,0.007513148009015778,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-10,s4_hour_pass,9,2662,0.0033809166040570998,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-11,s1_signal_raw,105,2750,0.038181818181818185,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-11,s2_day_pass,59,2750,0.021454545454545455,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-11,s3_session_pass,20,2750,0.007272727272727273,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-11,s4_hour_pass,9,2750,0.0032727272727272726,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-13,s1_signal_raw,105,2754,0.03812636165577342,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-13,s2_day_pass,59,2754,0.021423384168482208,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-13,s3_session_pass,20,2754,0.007262164124909223,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-13,s4_hour_pass,9,2754,0.0032679738562091504,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-14,s1_signal_raw,114,2846,0.04005621925509487,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-14,s2_day_pass,68,2846,0.023893183415319746,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-14,s3_session_pass,22,2846,0.007730147575544624,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-14,s4_hour_pass,9,2846,0.003162333099086437,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-15,s1_signal_raw,116,2938,0.039482641252552755,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-15,s2_day_pass,70,2938,0.023825731790333562,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-15,s3_session_pass,23,2938,0.007828454731109599,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-15,s4_hour_pass,9,2938,0.0030633083730428863,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-16,s1_signal_raw,120,3030,0.039603960396039604,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-16,s2_day_pass,71,3030,0.023432343234323433,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-16,s3_session_pass,23,3030,0.007590759075907591,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-16,s4_hour_pass,9,3030,0.0029702970297029703,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-17,s1_signal_raw,122,3122,0.039077514413837285,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-17,s2_day_pass,71,3122,0.02274183215887252,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-17,s3_session_pass,23,3122,0.007367072389493914,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-17,s4_hour_pass,9,3122,0.0028827674567584883,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-18,s1_signal_raw,128,3210,0.03987538940809969,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-18,s2_day_pass,71,3210,0.022118380062305296,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-18,s3_session_pass,23,3210,0.0071651090342679125,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-18,s4_hour_pass,9,3210,0.002803738317757009,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-20,s1_signal_raw,128,3214,0.03982576228998133,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-20,s2_day_pass,71,3214,0.02209085252022402,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-20,s3_session_pass,23,3214,0.00715619166148102,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-20,s4_hour_pass,9,3214,0.0028002489110143126,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-21,s1_signal_raw,133,3296,0.04035194174757282,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-21,s2_day_pass,75,3296,0.02275485436893204,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-21,s3_session_pass,25,3296,0.00758495145631068,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-21,s4_hour_pass,10,3296,0.003033980582524272,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-22,s1_signal_raw,136,3388,0.04014167650531287,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-22,s2_day_pass,78,3388,0.023022432113341203,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-22,s3_session_pass,27,3388,0.007969303423848878,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-22,s4_hour_pass,11,3388,0.003246753246753247,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-23,s1_signal_raw,142,3480,0.04080459770114943,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-23,s2_day_pass,80,3480,0.022988505747126436,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-23,s3_session_pass,27,3480,0.007758620689655172,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-23,s4_hour_pass,11,3480,0.003160919540229885,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-24,s1_signal_raw,143,3572,0.040033594624860024,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-24,s2_day_pass,81,3572,0.02267637178051512,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-24,s3_session_pass,27,3572,0.0075587905935050395,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-24,s4_hour_pass,11,3572,0.003079507278835386,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-25,s1_signal_raw,146,3660,0.03989071038251366,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-25,s2_day_pass,84,3660,0.022950819672131147,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-25,s3_session_pass,27,3660,0.007377049180327869,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-25,s4_hour_pass,11,3660,0.003005464480874317,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-27,s1_signal_raw,147,3664,0.040120087336244545,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-27,s2_day_pass,84,3664,0.02292576419213974,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-27,s3_session_pass,27,3664,0.007368995633187773,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-27,s4_hour_pass,11,3664,0.003002183406113537,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-28,s1_signal_raw,147,3756,0.03913738019169329,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-28,s2_day_pass,84,3756,0.022364217252396165,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-28,s3_session_pass,27,3756,0.00718849840255591,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-02-28,s4_hour_pass,11,3756,0.0029286474973375934,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-01,s1_signal_raw,149,3848,0.038721413721413724,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-01,s2_day_pass,86,3848,0.02234927234927235,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-01,s3_session_pass,29,3848,0.007536382536382537,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-01,s4_hour_pass,12,3848,0.0031185031185031187,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-02,s1_signal_raw,158,3940,0.04010152284263959,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-02,s2_day_pass,88,3940,0.02233502538071066,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-02,s3_session_pass,29,3940,0.007360406091370559,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-02,s4_hour_pass,12,3940,0.003045685279187817,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-03,s1_signal_raw,167,4032,0.04141865079365079,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-03,s2_day_pass,96,4032,0.023809523809523808,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-03,s3_session_pass,34,4032,0.008432539682539682,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-03,s4_hour_pass,16,4032,0.003968253968253968,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-04,s1_signal_raw,172,4120,0.04174757281553398,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-04,s2_day_pass,98,4120,0.02378640776699029,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-04,s3_session_pass,34,4120,0.00825242718446602,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-04,s4_hour_pass,16,4120,0.003883495145631068,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-06,s1_signal_raw,172,4124,0.041707080504364696,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-06,s2_day_pass,98,4124,0.02376333656644035,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-06,s3_session_pass,34,4124,0.008244422890397672,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-06,s4_hour_pass,16,4124,0.0038797284190106693,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-07,s1_signal_raw,178,4216,0.04222011385199241,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-07,s2_day_pass,104,4216,0.024667931688804556,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-07,s3_session_pass,38,4216,0.009013282732447819,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-07,s4_hour_pass,17,4216,0.004032258064516129,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-08,s1_signal_raw,182,4308,0.04224698235840297,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-08,s2_day_pass,108,4308,0.025069637883008356,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-08,s3_session_pass,40,4308,0.009285051067780872,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-08,s4_hour_pass,19,4308,0.0044103992571959145,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-09,s1_signal_raw,187,4400,0.0425,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-09,s2_day_pass,110,4400,0.025,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-09,s3_session_pass,40,4400,0.00909090909090909,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-09,s4_hour_pass,19,4400,0.004318181818181818,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-10,s1_signal_raw,192,4492,0.0427426536064114,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-10,s2_day_pass,115,4492,0.02560106856634016,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-10,s3_session_pass,44,4492,0.009795191451469279,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-10,s4_hour_pass,22,4492,0.004897595725734639,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-11,s1_signal_raw,193,4580,0.04213973799126638,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-11,s2_day_pass,115,4580,0.025109170305676855,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-11,s3_session_pass,44,4580,0.00960698689956332,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-11,s4_hour_pass,22,4580,0.00480349344978166,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-13,s1_signal_raw,193,4588,0.04206625980819529,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-13,s2_day_pass,115,4588,0.025065387968613774,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-13,s3_session_pass,44,4588,0.00959023539668701,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-13,s4_hour_pass,22,4588,0.004795117698343505,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-14,s1_signal_raw,193,4680,0.04123931623931624,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-14,s2_day_pass,115,4680,0.024572649572649572,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-14,s3_session_pass,44,4680,0.009401709401709401,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-14,s4_hour_pass,22,4680,0.004700854700854701,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-15,s1_signal_raw,193,4772,0.040444258172673934,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-15,s2_day_pass,115,4772,0.024098910310142496,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-15,s3_session_pass,44,4772,0.009220452640402346,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-15,s4_hour_pass,22,4772,0.004610226320201173,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-16,s1_signal_raw,193,4864,0.03967927631578947,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-16,s2_day_pass,115,4864,0.023643092105263157,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-16,s3_session_pass,44,4864,0.009046052631578948,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-16,s4_hour_pass,22,4864,0.004523026315789474,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-17,s1_signal_raw,194,4956,0.03914447134786118,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-17,s2_day_pass,116,4956,0.023405972558514933,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-17,s3_session_pass,45,4956,0.009079903147699757,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-17,s4_hour_pass,22,4956,0.00443906376109766,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-18,s1_signal_raw,194,5040,0.038492063492063494,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-18,s2_day_pass,116,5040,0.023015873015873017,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-18,s3_session_pass,45,5040,0.008928571428571428,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-18,s4_hour_pass,22,5040,0.004365079365079365,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-20,s1_signal_raw,194,5048,0.0384310618066561,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-20,s2_day_pass,116,5048,0.022979397781299524,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-20,s3_session_pass,45,5048,0.008914421553090333,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-20,s4_hour_pass,22,5048,0.004358161648177496,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
2022-03-21,s1_signal_raw,194,5140,0.0377431906614786,guardian,OANDA,2022-01-02_2026-04-19,PROXY,90
